Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,11,KILLED,ds.RegressionTest14All0.test12(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,11,SURVIVED,none
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,11,SURVIVED,none
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,desempilha,22,KILLED,ds.RegressionTest14All0.test13(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,desempilha,25,SURVIVED,none
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,desempilha,25,SURVIVED,none
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,desempilha,21,KILLED,ds.RegressionTest14All0.test10(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,desempilha,21,KILLED,ds.RegressionTest14All0.test13(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,desempilha,21,KILLED,ds.RegressionTest14All0.test13(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,desempilha,21,KILLED,ds.RegressionTest14All0.test10(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,desempilha,26,KILLED,ds.RegressionTest14All0.test10(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,desempilha,24,KILLED,ds.RegressionTest14All0.test08(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,desempilha,25,SURVIVED,none
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,empilha,15,KILLED,ds.RegressionTest14All0.test09(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,empilha,18,KILLED,ds.RegressionTest14All0.test11(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,empilha,18,KILLED,ds.RegressionTest14All0.test11(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,empilha,15,KILLED,ds.RegressionTest14All0.test09(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,empilha,16,KILLED,ds.RegressionTest14All0.test10(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,empilha,17,KILLED,ds.RegressionTest14All0.test08(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,empilha,18,KILLED,ds.RegressionTest14All0.test11(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,tamanho,32,KILLED,ds.RegressionTest14All0.test12(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,vazia,29,KILLED,ds.RegressionTest14All0.test12(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,vazia,29,KILLED,ds.RegressionTest14All0.test09(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,vazia,29,KILLED,ds.RegressionTest14All0.test09(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,vazia,29,KILLED,ds.RegressionTest14All0.test12(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,vazia,29,KILLED,ds.RegressionTest14All0.test09(ds.RegressionTest14All0)
Pilha.java,ds.Pilha,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,vazia,29,KILLED,ds.RegressionTest14All0.test09(ds.RegressionTest14All0)
